oṃnamaḥśukrabṛhaspatibhyāṃ	Óm Salutation to Sukra and Brihaspati
yadi vā manyeta saṃdhināekataḥ svakarmāṇi pravartayiṣyāmi, vigraheṇaekataḥ parakarmāṇy upahaniṣyāmi iti dvaidhībhāvena vṛddhim ātiṣṭhet //	Or if a king thinks That by making peace with one, can work out my own resources, and by waging war with another, can destroy the works of my enemy, then he may adopt that double policy and improve his resources
evaṃ ṣaḍbhir guṇair etaiḥ sthitaḥ prakṛtimaṇḍale / paryeṣeta kṣayāt sthānaṃ sthānād vṛddhiṃ ca karmasu //	Thus, a king in the circle of sovereign state shall, by adopting the sixfold policy, endeavour to pass from the state of deterioration to that of stagnation and from the latter to that of progress [Thus ends Chapter , The Sixfold Policy and Determination of Deterioration, Stagnation and Progress in Book , The end of the Sixfold Policy of the Arthasástra of Kautilya
(saṃśrayavṛtti)	End of the ninetyninth chapter from the beginning] CHAPTER
saṃdhivigrahayos tulyāyāṃ vṛddhau saṃdhim upeyāt // vigrahe hi kṣayavyayapravāsapratyavāyā bhavanti //	WHEN the advantages derivable from peace and war are of equal character, one should prefer peace; for disadvantages, such as the loss of power and wealth, sojourning, and sin, are everattending upon war
tenaāsanayānayor āsanaṃ vyākhyātam //	The same holds good in the case of neutrality and war
dvaidhībhāvasaṃśrayayor dvaidhībhāvaṃ gacchet //	Of the two forms of policy, double policy and alliance, double policy Kautilyas Arthashastra ie, making peace with one and waging war with another is preferable;
dvaidhībhūto hi svakarmapradhāna ātmana evaupakaroti, saṃśritas tu parasyaupakaroti, naātmanaḥ //	for whoever adopts the double policy enriches himself, being ever attentive to his own works, whereas an allied king has to help his ally at his own expense
yadbalaḥ sāmantas tadviśiṣṭabalam āśrayet //	One shall make an alliance with a king who is stronger than ones neighbouring enemy;
tadviśiṣṭabalaabhāve tam evaāśritaḥ kośadaṇḍabhūmīnām anyatamenaasyaupakartum adṛṣṭaḥ prayateta //	in the absence of such a king, one should ingratiate oneself with ones neighbouring enemy, either by supplying money or army or by ceding a part of ones territory and by keeping oneself aloof;
mahādoṣo hi viśiṣṭabalasamāgamo rājñām, anyatraarivigṛhītāt //	for there can be no greater evil to kings than alliance with a king of considerable power, unless one is actually attacked by ones enemy
aśakye daṇḍaupanatavad varteta //	A powerless king should behave as a conquered king towards his immediate enemy;
/ yadā caasya prāṇaharaṃ vyādhim antaḥkopaṃ śatruvṛddhiṃ mitravyasanam upasthitaṃ vā tannimittām ātmanaś ca vṛddhiṃ paśyet tadā sambhāvyavyādhidharmakāryaapadeśenaapayāyāt //	but when he finds that the time of his own ascendancy is at hand due to a fatal disease, internal troubles, increase of enemies, or a friends calamities that are vexing his enemy, then under the pretence of performing some expiatory rites to avert the danger of his enemy, he may get out of the enemys court;
svaviṣayastho vā naupagacchet //	or if he is in his own territory, he should not go to see his suffering enemy;
balīyasor vā madhyagatas trāṇasamartham āśrayeta, yasya vāantardhiḥ syāt, ubhau vā //	or if he is near to his enemy, he may murder the enemy when opportunity affords itself A king who is situated between two powerful kings shall seek protection from the stronger of the two;
bhedam ubhayor vā parasparaapadeśaṃ prayuñjīta,	or from one of them on whom he can rely; or he may make peace with both of them on equal terms
pārśvastho vā balasthayor āsannabhayāt pratikurvīta // durgaapāśrayo vā dvaidhībhūtas tiṣṭhet //	When they are divided, he may pat down each separately by secret or covert means Or, throwing himself under the protection of any two immediate kings of considerable power, he may defend himself against an immediate enemy
saṃdhivigrahakramahetubhir vā ceṣṭeta //	Or, be may adapt himself to circumstances depending upon the causes of peace and war in order
dūṣyaamitraāṭavikān ubhayor upagṛhṇīyāt //	Or, he may make friendship with traitors, enemies, and wild chiefs who are conspiring against both the kings
etayor anyataraṃ gacchaṃs tair evaanyatarasya vyasane praharet //	Or, pretending to be a close friend of one of them, he may strike the other at the latters weak point by employing enemies, and wild tribes
dvābhyām upahato vā maṇḍalaapāśrayas tiṣṭhet,	Or, having made friendship with both, he may form a Circle of States
madhyamam udāsīnaṃ vā saṃśrayeta //	Or, he may make an alliance with the madhyama or the neutral king;
tena sahaekam upagṛhyaitaram ucchindyād, ubhau vā //	and with this help he may put down one of them or both
dvābhyām ucchinno vā madhyamaudāsīnayos tatpakṣīyāṇāṃ vā rājñāṃ nyāyavṛttim āśrayeta // tulyānāṃ vā yasya prakṛtayaḥ sukhyeyur enam, yatrastho vā śaknuyād ātmānam uddhartum, yatra vā pūrvapuruṣaucitā gatir āsannaḥ sambandho vā,	Or when hurt by both, he may seek protection from a king of righteous character among the madhyama king, the neutral king, and their friends or equals, or from any other king whose subjects are so disposed as to increase his happiness and peace, with whose help he may be able to recover his lost position, with whom his ancestors were in close intimacy, or blood relationship, and in whose kingdom he can find a number of powerful friends
priyo yasya bhaved yo vā priyoasya kataras tayoḥ / priyo yasya sa taṃ gacched ity āśrayagatiḥ parā //	Of two powerful kings who are on amicable terms with each other, a king shall make alliance with one of them who likes him and whom he likes; this is the best way of making alliance
(samahīnajyāyasāṃ guṇaabhiniveśaḥ hīnasaṃdhayah)	End of the hundredth chapter from the beginning] CHAPTER THE CHARACTER OF EQUAL, INFERIOR AND SUPERIOR KINGS;
vijigīṣuḥ śaktyapekṣaḥ ṣāḍguṇyam upayuñjīta // samajyāyobhyāṃ saṃdhīyeta,	A KING desirous of expanding his own power shall make use of the sixfold policy Kautilyas Arthashastra Agreements of peace shall be made with equal and superior kings;
hīnena vigṛhṇīyāt //	and an inferior king shall be attacked
vigṛhīto hi jyāyasā hastinā pādayuddham ivaabhyupaiti // samena caāmaṃ pātram āmenaahatam ivaubhayataḥ kṣayaṃ karoti //	Whoever goes to wage war with a superior king will be reduced to the same condition as that of a footsoldier opposing an elephant Just as the collision of an unbaked mudvessel with a similar vessel is destructive to both, so war with an equal king brings ruin to both
kumbhenaivaaśmā hīnenaekaantasiddhim avāpnoti //	Like a stone striking an earthen pot, a superior king attains decisive victory over an inferior king
jyāyāṃś cen na saṃdhim icched daṇḍaupanatavṛttam ābalīyasaṃ vā yogam ātiṣṭhet // samaś cen na saṃdhim icched yāvanmātram apakuryāt tāvanmātram asya pratyapakuryāt //	If a superior king discards the proposal of an inferior king for peace, the latter should take the attitude of a conquered king, or play the part of an inferior king towards a superior When a king of equal power does not like peace, then the same amount of vexation as his opponent has received at his hands should be given to him in return;
tejo hi saṃdhānakāraṇam // naataptaṃ lohaṃ lohena saṃdhatta iti //	for it is power that brings about peace between any two kings no piece of iron that is not made redhot will combine with another piece of iron
hīnaś cet sarvatraanupraṇatas tiṣṭhet saṃdhim upeyāt //	When an inferior king is all submissive, peace should be made with him;
āraṇyoagnir iva hi duḥkhaamarṣajaṃ tejo vikramayati // maṇḍalasya caanugrāhyo bhavati //	for when provoked by causing him troubles and anger, an inferior king, like a wild fire, will attack his enemy and will also be favoured by his Circle of States
saṃhitaś cet paraprakṛtayo lubdhakṣīṇaapacaritāḥ pratyādānabhayād vā naupagacchanti iti paśyedd hīnoapi vigṛhṇīyāt // vigṛhītaś cet paraprakṛtayo lubdhakṣīṇaapacaritā vigrahaudvignā vā māṃ naupagacchanti iti paśyej jyāyān api saṃdhīyeta, vigrahaudvegaṃ vā śamayet //	When a king in peace with another finds that greedy, impoverished, and oppressed as are the subjects of his ally, they do not yet immigrate into his own territory lest they might be called back by their master, then he should, though of inferior power, proclaim war against his ally Kautilyas Arthashastra When a king at war with another finds that greedy, impoverished, and oppressed as are the subjects of his enemy, still they do not come to his side in consequence of the troubles of war, then he should, though of superior power, make peace with his enemy or remove the troubles of war as far as possible
vyasanayaugapadyeapi guruvyasanoasmi, laghuvyasanaḥ paraḥ sukhena pratikṛtya vyasanam ātmanoabhiyuñjyād iti paśyej jyāyān api saṃdhīyeta //	When one of the two kings at war with each other and equally involved in trouble finds his own troubles to be greater than his enemys, and thinks that by getting rid of his enemys trouble his enemy can successful wage war with him, then he should, though possessing greater resources, sue for peace
saṃdhivigrahayoś cet parakarśanam ātmaupacayaṃ vā naabhipaśyej jyāyān apy āsīta // paravyasanam apratikāryaṃ cet paśyedd hīnoapy abhiyāyāt // apratikāryaāsannavyasano vā jyāyān api saṃśrayeta //	When, either in peace or war, a king finds neither loss to his enemy nor gain to himself, he should, though superior, observe neutrality When a king finds the troubles of his enemy irremediable, he should, though of inferior power, march against the enemy When a king finds himself threatened by imminent dangers or troubles, he should, though superior, seek the protection of another
saṃdhināekato vigraheṇaekataś cet kāryasiddhiṃ paśyej jyāyān api dvaidhībhūtas tiṣṭhet //	When a king is sure to achieve his desired ends by making peace with one and waging war with another, he should, though superior, adopt the double policy
evaṃ samasya ṣāḍguṇyaupayogaḥ //	Thus it is that the six forms of policy are applied together
tatra tu prativiśeṣaḥ // pravṛttacakreṇaākrānto rājñā balavatāabalaḥ /	As to their special application When a powerless king finds himself attacked by a powerful king, leading a Circle of States, he should submissively sue for peace on the condition of offering treasure, army, himself or his territory
saṃdhināupanamet tūrṇaṃ kośadaṇḍaātmabhūmibhiḥ // svayaṃ saṃkhyātadaṇḍena daṇḍasya vibhavena vā / upasthātavyam ity eṣa saṃdhir ātmaāmiṣo mataḥ // senāpatikumārābhyām upasthātavyam ity ayam /	Kautilyas Arthashastra Agreement made on the condition that with a fixed number of troops or with the flower of his army, a king should present himself when called for, is peace termed átmámisha, „offering himself as flesh‟ Agreement made on the condition that the commander of the army together with the heirapparent should present himself when called for, is peace styled purushántarasandhi, „peace with hostages other than the king himself‟;
puruṣaantarasaṃdhiḥ syān naātmanāity ātmarakṣaṇaḥ //	and it is conducive to selfpreservation, as it does not require the personal attendance of the king
ekenaanyatra yātavyaṃ svayaṃ daṇḍena vāity ayam / adṛṣṭapuruṣaḥ saṃdhir daṇḍamukhyaātmarakṣaṇaḥ //	Agreement made on the condition that the king himself or some one else should march with the army to some place, as required, is peace termed adrishtapurusha, ‘peace with no specified person to serve‟;
mukhyastrībandhanaṃ kuryāt pūrvayoḥ paścime tv arim /	In the first two forms of the peace, a woman of rank should be given as an hostage, and in the last, a secret attempt should be made to capture the enemy;
sādhayed gūḍham ity ete daṇḍaupanatasaṃdhayaḥ // kośadānena śeṣāṇāṃ prakṛtīnāṃ vimokṣaṇam / parikrayo bhavet saṃdhiḥ sa eva ca yathāsukham //	these are the forms of peace concluded on the condition of supplying his army When,by offering wealth, the rest of the elements of sovereignty are set free, that peace is termed parikraya, „price‟ Similarly, when peace is concluded by offering money capable of being taken on a mans shoulders, it is termed upagraha, „subsidy‟;
skandhaupaneyo bahudhā jñeyaḥ saṃdhir upagrahaḥ /	and it is of various forms;
niruddho deśakālābhyām atyayaḥ syād upagrahaḥ // viṣahyadānād āyatyāṃ kṣamaḥ strībandhanād api /	Owing to distance and owing to its having been kept long, the amount of the tribute promised may sometimes fall in arrears Yet as such a burden can tolerably be paid in future, this peace is better than the one with a woman given as an hostage
suvarṇasaṃdhir viśvāsād ekībhāvagato bhavet // viparītaḥ kapālaḥ syād atyādānaabhibhāṣitaḥ /	When the parties making an agreement of peace are amicably united, it is termed suvarnasandhi, „golden peace‟ Quite reverse from the former is the peace called kapála, „half of a pot,‟ which is concluded on the condition of paying immense quantity of money
pūrvayoḥ praṇayet kupyaṃ hastyaśvaṃ vā garaanvitam //	In the first two, one should send the supply of raw materials, Kautilyas Arthashastra 0 elephants, horses and troops;
tṛtīye praṇayed arthaṃ kathayan karmaṇāṃ kṣayam /	in the third, money; and in the fourth, one should evade the payment under the plea of loss of results from works;
tiṣṭhec caturtha ity ete kośaupanatasaṃdhayaḥ //	these are the forms of peace concluded on the payment of money
bhūmyekadeśatyāgena śeṣaprakṛtirakṣaṇam / ādiṣṭasaṃdhis tatraiṣṭo gūḍhastenaupaghātinaḥ //	When by ceding a part of the territory, the rest of the kingdom with its subjects are kept safe, it is termed ádishta, „ceded,‟ and is of advantage to one who is desirous of destroying thieves and other wicked persons infesting the ceded part
bhūmīnām āttasārāṇāṃ mūlavarjaṃ praṇāmanam / ucchinnasaṃdhis tatraiṣṭaḥ paravyasanakāṅkṣiṇaḥ //	When with the exception of the capital, the whole of the territory, impoverished by exploitation of its resources is ceded, it is termed uchchhinnasandhi, „peace cut off from profit,‟ and is of advantage to one who desires to involve the enemy in troubles
phaladānena bhūmīnāṃ mokṣaṇaṃ syād avakrayaḥ / phalaatimukto bhūmibhyaḥ saṃdhiḥ sa paridūṣaṇaḥ // kuryād avekṣaṇaṃ pūrvau paścimau tv ābalīyasam /	When by the stipulation of paying the produce of the land, the kingdom is set free, it is termed avakraya, „rent‟ That which is concluded by the promise of paying more than the land yields is paribhúshana, „ornament‟ One should prefer the first; but the last two based upon the payment of the produce should be made only when one is obliged to submit to power
ādāya phalam ity ete deśaupanatasaṃdhayaḥ //	These are the forms of peace made by ceding territory
svakāryāṇāṃ vaśenaete deśe kāle ca bhāṣitāḥ / ābalīyasikāḥ kāryās trividhā hīnasaṃdhayaḥ //	These three kinds of peace are to be concluded by an inferior king in submission to the power of a superior king owing to the peculiar condition of his own works, circumstances and time
(vigṛhyaāsanaṃ saṃdhāyaāsanaṃ vigṛhyayānaṃ saṃdhāyayānaṃ sambhūyaprayāṇam)	NEUTRALITY AFTER PROCLAIMING WAR OR AFTER CONCLUDING A TREATY OF PEACE; Kautilyas Arthashastra MARCHING AFTER PROCLAIMING WAR OR AFTER MAKING PEACE; AND THE MARCH OF COMBINED POWERS
saṃdhivigrahayor āsanaṃ yānaṃ ca vyākhyātam //	NEUTRALITY or marching after proclaiming war or peace has been explained
sthānam āsanam upekṣaṇaṃ caity āsanaparyāyāḥ // viśeṣas tu guṇaekadeśe sthānam,	Sthána keeping quiet, ásana withdrawal from hostility, and upekshana negligence are synonymous with the word „ásana,‟ „neutrality‟ As to the difference between three aspects of neutrality Keeping quiet, maintaining a particular kind of policy is sthána;
svavṛddhiprāptyartham āsanam,	withdrawal from hostile actions for the sake of one‟s own interests is ásana;
upāyānām aprayoga upekṣaṇam //	and taking no steps against an enemy is upekshana
atisaṃdhānakāmayor arivijigīṣvor upahantum aśaktayor vigṛhyaāsanaṃ saṃdhāya vā //	When two kings, who, though bent on making conquests, are desirous of peace, are unable to proceed, one against the other, they may keep quiet after proclaiming war or after making peace
yadā vā paśyet svadaṇḍair mitraaṭavīdaṇḍair vā samaṃ jyāyāṃsaṃ vā karśayitum utsahe iti tadā kṛtabāhyaabhyantarakṛtyo vigṛhyaāsīta yadā vā paśyet utsāhayuktā me prakṛtayaḥ saṃhatā vivṛddhāḥ svakarmāṇy avyāhatāś cariṣyanti parasya vā karmāṇy upahaniṣyanti	When a king finds it possible to put down by means of his own army, or with the help of a friend, or of wild tribes, another king of equal or superior power, then having set up proper defences against both internal and external enemies, he may keep quiet after proclaiming war When a king is convinced that his own subjects are brave, united, prosperous, and able not only to carry on their own works without interference, but also to harass his enemys works, then he may keep quiet after proclaiming war
yadā vā paśyet parasyaapacaritāḥ kṣīṇā lubdhāḥ svacakrastenaaṭavīvyathitā vā prakṛtayaḥ svayam upajāpena vā mām eṣyanti, sampannā me vārttā,	When a king finds that as his enemys subjects are illtreated, impoverished and greedy and are ever being oppressed by the inroads of the army, thieves, and wild tribes, they can be made through intrigue to join his side; or that his own agriculture and Kautilyas Arthashastra commerce are flourishing while those of his enemy are waning;
vipannā parasya, tasya prakṛtayo durbhikṣaupahatā mām eṣyanti;	or that as the subjects of his enemy are suffering from famine, they will immigrate into his own territory;
vipannā me vārttā, sampannā parasya, // taṃ me prakṛtayo na gamiṣyanti,	or that, though his own returns of agriculture and commerce are falling and those of his enemy increasing, his own subjects will never desert him in favour of his enemy;
vigṛhya caasya dhānyapaśuhiraṇyāny āhariṣyāmi,	or that by proclaiming war, he can carry off, by force, the grains, cattle and gold of his enemy;
svapaṇyaupaghātīni vā parapaṇyāni nivartayiṣyāmi, // paravaṇikpathād vā saravanti mām eṣyanti vigṛhīte,	or that he can prevent the import of his enemys merchandise, which was destructive of his own commerce; or that valuable merchandise would come to his own territory, leaving that of his enemy;
naitaram, dūṣyaamitraaṭavīnigrahaṃ vā vigṛhīto na kariṣyati, tair eva vā vigrahaṃ prāpsyati, //	or that war being proclaimed, his enemy would be unable to put down traitors, enemies, and wild tribes and other rebels, and would be involved in war with them;
mitraṃ me mitrabhāvy abhiprayāto bahvalpakālaṃ tanukṣayavyayam arthaṃ prāpsyati, guṇavatīm ādeyāṃ vā bhūmim, // sarvasaṃdohena vā mām anādṛtya prayātukāmaḥ kathaṃ na yāyād iti paravṛddhipratighātaarthaṃ pratāpaarthaṃ ca vigṛhyaāsīta	or that his own friend would in a very short time accumulate wealth without much loss and would not fail to follow him in his march, since no friend would neglect the opportunity of acquiring a fertile land and a prosperous friend like himself,then in view of inflicting injuries on his enemy and of exhibiting his own power, he may keep quiet after proclaiming war
tam eva hi pratyāvṛtto grasate ity ācāryāḥ //	But my teacher says that turning against such a king, his enemy may swallow him
naiti kauṭilyaḥ // karśanamātram asya kuryād avyasaninaḥ,	„Not so,‟ says Kautilya, „impoverishment of the enemy who is free from troubles is all that is aimed at when a king keeps quiet after proclaiming war
paravṛddhyā tu vṛddhaḥ samucchedanam // evaṃ parasya yātavyoasmai sāhāyyam avinaṣṭaḥ prayacchet // tasmāt sarvasaṃdohaprakṛtaṃ vigṛhyaāsīta //	As soon as such a king acquires sufficient strength, he will undertake to destroy the enemy To such a king, the enemy‟s enemy will send help to secure his own personal safety‟ Hence, whoever is provided with necessary strength may keep quiet after proclaiming war
vigṛhyaāsanahetuprātilomye saṃdhāyaāsīta // vigṛhyaāsanahetubhir abhyuccitaḥ sarvasaṃdohavarjaṃ vigṛhya yāyāt //	When the policy of keeping quiet after proclaiming war is found productive of unfavourable results, then one shall keep quiet after making peace Kautilyas Arthashastra Whoever has grown in strength in consequence of keeping quiet after proclaiming war should proceed to attack his enemy
yadā vā paśyet vyasanī paraḥ,	When a king finds that his enemy has fallen into troubles;
prakṛtivyasanaṃ vāasya śeeṣaprakṛtibhir apratikāryam,	that the troubles of his enemy‟s subjects can by no means be remedied;
svacakrapīḍitā viraktā vāasya prakṛtayaḥ karśitā nirutsāhāḥ parasparād vā bhinnāḥ śakyā lobhayitum,	that as his enemy‟s subjects are oppressed, illtreated, disaffected, impoverished, become effiminate and disunited among themselves, they can be prevailed upon to desert their master;
agnyudakavyādhimarakadurbhikṣanimittaṃ kṣīṇayugyapuruṣanicayarakṣāvidhānaḥ paraḥ iti tadā vigṛhya yāyāt //	that his enemy‟s country has fallen a victim to the inroads of such calamities, as fire, floods, pestilence epidemics maraka, and famine and is therefore losing the flower of its youth and its defensive power,then he should march after proclaiming war
yadā vā paśyet mitram ākrandaś ca me śūravṛddhaanuraktaprakṛtiḥ, viparītaprakṛtiḥ paraḥ pārṣṇigrāhaś caāsāraś ca, śakṣyāmi mitreṇaāsāram ākrandena pārṣṇigrāhaṃ vā vigṛhya yātum iti tadā vigṛhya yāyāt //	When a king is so fortunate as to have a powerful friend in front and a powerful ally ákranda in the rear, both with brave and loyal subjects, while the reverse is the case with he enemies both in front and in the rear, and when he finds it possible for his friend to hold his frontal enemy in check, and for his rearally to keep his rearenemy párshnigráha at bay, then he may march after proclaiming war against his frontal enemy
yadā vā phalam ekahāryam alpakālaṃ paśyet tadā pārṣṇigrāhaāsārābhyāṃ vigṛhya yāyāt //	When a king finds it possible to achieve the results of victory singlehanded in a very short time, then he may march against his frontal enemy after proclaiming war against his rearenemies;
viparyaye saṃdhāya yāyāt //	otherwise he should march after making peace with his rearenemies
yadā vā paśyet na śakyam ekena yātum avaśyaṃ ca yātavyam iti tadā samahīnajyāyobhiḥ sāmavāyikaiḥ sambhūya yāyād,	When a king finds himself unable to confront his enemy singlehanded and when it is necessary that he should march, then he should make the expedition in combination with kings of inferior, equal, or superior powers
ekatra nirdiṣṭenaaṃśena,	When the object aimed at is of a definite nature, then the share of spoils should be fixed;
anekatraanirdiṣṭenaaṃśena //	but when it is of a manifold or complex Kautilyas Arthashastra nature, then with no fixity in the share of the spoils
teṣām asamavāye daṇḍam anyatamasmān niviṣṭaaṃśena yāceta // sambhūyaabhigamanena vā nirviśyeta,	When no such combination is possible, he may request a king either to supply him with the army for a fixed share, or to accompany him for an equal share of the spoils
dhruve lābhe nirdiṣṭenaaṃśena, adhruve lābhaaṃśena //	When profit is certain, then they should march with fixed shares of profit; but when it is uncertain, with no fixity of shares
aṃśo daṇḍasamaḥ pūrvaḥ prayāsasama uttamaḥ /	Share of profit proportional to the strength of the army is of the first kind; that which is equal to the effort made is the best;
vilopo vā yathālābhaṃ prakṣepasama eva vā //	shares may be allotted in proportion to the profit earned or to the capital invested
(yātavyaamitrayor abhigrahacintāḥ kṣayalobhavirāgahetavaḥ prakṛtīnāṃ sāmavāyikaviparimarśah)	CONSIDERATIONS ABOUT MARCHING AGAINST AN ASSAILABLE ENEMY AND A STRONG ENEMY; CAUSES LEADING TO THE DWINDLING, GREED, AND DISLOYALTY OF THE ARMY; AND CONSIDERATIONS ABOUT THE COMBINATION OF POWERS
tulyasāmantavyasane yātavyam amitraṃ vāity amitram abhiyāyāt, tatsiddhau yātavyam //	WHEN two enemies, one an assailable enemy and another a strong enemy, are equally involved in troubles, which of them is to be marched against first? The strong enemy is to be marched against first;
amitrasiddhau hi yātavyaḥ sāhāyyaṃ dadyān naamitro yātavyasiddhau //	after vanquishing him, the assailable enemy is to be attacked, for, when Kautilyas Arthashastra a strong enemy has been vanquished, an assailable enemy will volunteer of his own accord to help the conqueror;
guruvyasanaṃ yātavyaṃ laghuvyasanam amitraṃ vāiti guruvyasanaṃ saukaryato yāyād ity ācāryāḥ //	Which is to be marched againstan assailable enemy involved in troubles to a greater degree or a strong enemy troubled to a lesser degree? My teacher says that as a matter of easy conquest, the assailable enemy under worse troubles should be marched against first
naiti kauṭilyaḥ // laghuvyasanam amitraṃ yāyāt // laghv api hi vyasanam abhiyuktasya kṛcchraṃ bhavati //	Not so, says Kautilya The conqueror should march against the strong enemy under less troubles, for the troubles of the strong enemy, though less, will be augmented when attacked
satyaṃ gurv api gurutaraṃ bhavati //	True, that the worse troubles of the assailable enemy will be still worse when attacked
anabhiyuktas tu laghuvyasanaḥ sukhena vyasanaṃ pratikṛtyaamitro yātavyam abhisaret, pārṣṇiṃ vā gṛhṇīyāt //	But when left to himself, the strong enemy under less troubles will endeavour to get rid of his troubles and unite with the assailable enemy or with another enemy in the rear of the conqueror
yātavyayaugapadye guruvyasanaṃ nyāyavṛttiṃ laghuvyasanam anyāyavṛttiṃ viraktaprakṛtiṃ vāiti viraktaprakṛtiṃ yāyāt // guruvyasanaṃ nyāyavṛttim abhiyuktaṃ prakṛtayoanugṛhṇanti,	When there are two assailable enemies, one of virtuous character and under worse troubles, and another of vicious character, under less troubles, and with disloyal subjects, which of them is to be marched against first? When the enemy of virtuous character and under worse troubles is attacked, his subjects will help him;
laghuvyasanam anyāyavṛttim upekṣante,	whereas, the subjects of the other of vicious character and under less troubles will be indifferent
viraktā balavantam apy ucchindanti //	Disloyal or indifferent subjects will endeavour to destroy even a strong king
tasmād viraktaprakṛtim eva yāyāt //	Hence the conqueror should march against that enemy whose subjects are disloyal
kṣīṇalubdhaprakṛtim apacaritaprakṛtiṃ vāiti kṣīṇalubdhaprakṛtiṃ yāyāt, kṣīṇalubdhā hi prakṛtayaḥ sukhenaupajāpaṃ pīḍāṃ vāupagacchanti,	Which is to be marched againstan enemy whose subjects are Kautilyas Arthashastra impoverished and greedy or an enemy whose subjects are being oppressed? My teacher says that the conqueror should march against that enemy whose subjects are impoverished and greedy, for impoverished and greedy subjects suffer themselves to be won over to the other side by intrigue, and are easily excited
naapacaritāḥ pradhānaavagrahasādhyāḥ ity ācāryāḥ //	But not so the oppressed subjects whose wrath can be pacified by punishing the chief men of the State
naiti kauṭilyaḥ // kṣīṇalubdhā hi prakṛtayo bhartari snigdhā bhartṛhite tiṣṭhanti,	Not so, says Kautilya for though impoverished and greedy, they are loyal to their master and are ready to stand for his cause and to defeat any intrigue against him;
anurāge sārvaguṇyam iti //	for it is in loyalty that all other good qualities have their strength
tasmād apacaritaprakṛtim eva yāyāt //	Hence the conqueror should march against the enemy whose subjects are oppressed
balavantam anyāyavṛttiṃ durbalaṃ vā nyāyavṛttim iti balavantam anyāyavṛttiṃ yāyāt // balavantam anyāyavṛttim abhiyuktaṃ prakṛtayo naanugṛhṇanti,	Which enemy is to be marched againsta powerful enemy of wicked character or a powerless enemy of righteous character? The strong enemy of wicked character should be marched against, for when he is attacked, his subjects will not help him, but rather put him down or go to the side of the conqueror
durbalaṃ tu nyāyavṛttim abhiyuktaṃ prakṛtayaḥ parigṛhṇanti, anuniṣpatanti vā //	But when the enemy of virtuous character is attacked, his subjects will help him or die with him By insulting the good and commending the wicked;
avakṣepeṇa hi satām asatāṃ pragraheṇa ca / abhūtānāṃ ca hiṃsānām adharmyāṇāṃ pravartanaiḥ //	by causing unnatural and unrighteous slaughter of life; by neglecting the observance of proper and righteous customs; by doing unrighteous acts and neglecting righteous ones;
akāryāṇāṃ ca karaṇaiḥ kāryāṇāṃ ca praṇāśanaiḥ /	by doing what ought not to be done and not doing what ought to be done;
apradānaiś ca deyānām adeyānāṃ ca sādhanaiḥ // adaṇḍanaiś ca daṇḍyānām adaṇḍyānāṃ ca daṇḍanaiḥ /	by not paying what ought to be paid and exacting what ought not to be taken; by not punishing the guilty and severely punishing the less guilty;
agrāhyāṇām upagrāhair grāhyāṇāṃ caanabhigrahaiḥ // anarthyānāṃ ca karaṇair arthyānāṃ ca vighātanaiḥ /	by arresting those who are not to be caught hold of and leaving Kautilyas Arthashastra those who are to be arrested; by undertaking risky works and destroying profitable ones;
arakṣaṇaiś ca corebhyaḥ svayaṃ ca parimoṣaṇaiḥ //	by not protecting the people against thieves and by robbing them of their wealth;
pātaiḥ puruṣakārāṇāṃ karmaṇāṃ guṇadūṣaṇaiḥ /	by giving up manly enterprise and condemning good works; by hurting the leaders of the people and despising the worthy;
virodhanaiś ca vṛddhānāṃ vaiṣamyeṇaanṛtena ca / kṛtasyaapratikāreṇa sthitasyaakaraṇena ca //	by provoking the aged, by crooked conduct, and by untruthfulness; by not applying remedies against evils and neglecting works in hand;
rājñaḥ pramādaālasyābhyāṃ yogakṣemavadhena vā / prakṛtīnāṃ kṣayo lobho vairāgyaṃ caupajāyate //	and by carelessness and negligence of himself in maintaining the security of person and property of his subjects, the king causes impoverishment, greed, and disaffection to appear among his subjects;
kṣīṇāḥ prakṛtayo lobhaṃ lubdhā yānti virāgatām /	when a people are impoverished, they become greedy; when they are greedy, they become disaffected;
viraktā yānty amitraṃ vā bhartāraṃ ghnanti vā svayam //	when disaffected, they voluntarily go to the side of the enemy or destroy their own master
tasmāt prakṛtīnāṃ kṣayalobhavirāgakāraṇāni nautpādayet,	Hence, no king should give room to such causes as would bring about impoverishment, greed or disaffection among his people
utpannāni vā sadyaḥ pratikurvīta //	If, however, they appear, he should at once take remedial measures against them
kṣīṇā lubdhā viraktā vā prakṛtaya iti // kṣīṇāḥ pīḍanaucchedanabhayāt sadyaḥ saṃdhiṃ yuddhaṃ niṣpatanaṃ vā rocayante // lubdhā lobhenaasaṃtuṣṭāḥ paraupajāpaṃ lipsante //	Which of the three is the worstan impoverished people? greedy people? or disaffected people? An impoverished people are ever apprehensive of oppression and destruction by overtaxation, etc, and are therefore desirous of getting rid of their impoverishment, or of waging war or of migrating elsewhere A greedy people are ever discontented and they yield themselves to the intrigues of an enemy
viraktāḥ paraabhiyogam abhyuttiṣṭhante //	A disaffected people rise against their master along with his Kautilyas Arthashastra enemy
tāsāṃ hiraṇyadhānyakṣayaḥ sarvaupaghātī kṛcchrapratīkāraś ca,	When the dwindling of the people is due to want of gold and grain, it is a calamity fraught with danger to the whole of the kingdom and can be remedied with difficulty
